,schedule_season,team_home,score_home,score_away,team_away
10584,2012,New Orleans Saints,24.0,27.0,Kansas City Chiefs
10585,2012,Oakland Raiders,34.0,31.0,Pittsburgh Steelers
10586,2012,San Diego Chargers,3.0,27.0,Atlanta Falcons
10587,2012,Tennessee Titans,44.0,41.0,Detroit Lions
10588,2012,Washington Redskins,31.0,38.0,Cincinnati Bengals
10589,2012,Seattle Seahawks,14.0,12.0,Green Bay Packers
10590,2012,Baltimore Ravens,23.0,16.0,Cleveland Browns
10591,2012,Arizona Cardinals,24.0,21.0,Miami Dolphins
10592,2012,Atlanta Falcons,30.0,28.0,Carolina Panthers
10593,2012,Buffalo Bills,28.0,52.0,New England Patriots
10594,2012,Denver Broncos,37.0,6.0,Oakland Raiders
10595,2012,Detroit Lions,13.0,20.0,Minnesota Vikings
10596,2012,Green Bay Packers,28.0,27.0,New Orleans Saints
10597,2012,Houston Texans,38.0,14.0,Tennessee Titans
10598,2012,Jacksonville Jaguars,10.0,27.0,Cincinnati Bengals
10599,2012,Kansas City Chiefs,20.0,37.0,San Diego Chargers
10600,2012,New York Jets,0.0,34.0,San Francisco 49ers
10601,2012,Philadelphia Eagles,19.0,17.0,New York Giants
10602,2012,St. Louis Rams,19.0,13.0,Seattle Seahawks
10603,2012,Tampa Bay Buccaneers,22.0,24.0,Washington Redskins
10604,2012,Dallas Cowboys,18.0,34.0,Chicago Bears
10605,2012,St. Louis Rams,17.0,3.0,Arizona Cardinals
10606,2012,Carolina Panthers,12.0,16.0,Seattle Seahawks
10607,2012,Cincinnati Bengals,13.0,17.0,Miami Dolphins
10608,2012,Indianapolis Colts,30.0,27.0,Green Bay Packers
10609,2012,Jacksonville Jaguars,3.0,41.0,Chicago Bears
10610,2012,Kansas City Chiefs,6.0,9.0,Baltimore Ravens
10611,2012,Minnesota Vikings,30.0,7.0,Tennessee Titans
10612,2012,New England Patriots,31.0,21.0,Denver Broncos
10613,2012,New Orleans Saints,31.0,24.0,San Diego Chargers
10614,2012,New York Giants,41.0,27.0,Cleveland Browns
10615,2012,Pittsburgh Steelers,16.0,14.0,Philadelphia Eagles
10616,2012,San Francisco 49ers,45.0,3.0,Buffalo Bills
10617,2012,Washington Redskins,17.0,24.0,Atlanta Falcons
10618,2012,New York Jets,17.0,23.0,Houston Texans
10619,2012,Tennessee Titans,26.0,23.0,Pittsburgh Steelers
10620,2012,Arizona Cardinals,16.0,19.0,Buffalo Bills
10621,2012,Atlanta Falcons,23.0,20.0,Oakland Raiders
10622,2012,Baltimore Ravens,31.0,29.0,Dallas Cowboys
10623,2012,Cleveland Browns,34.0,24.0,Cincinnati Bengals
10624,2012,Houston Texans,24.0,42.0,Green Bay Packers
10625,2012,Miami Dolphins,17.0,14.0,St. Louis Rams
10626,2012,New York Jets,35.0,9.0,Indianapolis Colts
10627,2012,Philadelphia Eagles,23.0,26.0,Detroit Lions
10628,2012,San Francisco 49ers,3.0,26.0,New York Giants
10629,2012,Seattle Seahawks,24.0,23.0,New England Patriots
10630,2012,Tampa Bay Buccaneers,38.0,10.0,Kansas City Chiefs
10631,2012,Washington Redskins,38.0,26.0,Minnesota Vikings
10632,2012,San Diego Chargers,24.0,35.0,Denver Broncos
10633,2012,San Francisco 49ers,13.0,6.0,Seattle Seahawks
10634,2012,Buffalo Bills,34.0,35.0,Tennessee Titans
10635,2012,Carolina Panthers,14.0,19.0,Dallas Cowboys
10636,2012,Cincinnati Bengals,17.0,24.0,Pittsburgh Steelers
10637,2012,Houston Texans,43.0,13.0,Baltimore Ravens
10638,2012,Indianapolis Colts,17.0,13.0,Cleveland Browns
10639,2012,Minnesota Vikings,21.0,14.0,Arizona Cardinals
10640,2012,New England Patriots,29.0,26.0,New York Jets
10641,2012,New York Giants,27.0,23.0,Washington Redskins
10642,2012,Oakland Raiders,26.0,23.0,Jacksonville Jaguars
10643,2012,St. Louis Rams,20.0,30.0,Green Bay Packers
10644,2012,Tampa Bay Buccaneers,28.0,35.0,New Orleans Saints
10645,2012,Chicago Bears,13.0,7.0,Detroit Lions
10646,2012,Minnesota Vikings,17.0,36.0,Tampa Bay Buccaneers
10647,2012,Chicago Bears,23.0,22.0,Carolina Panthers
10648,2012,Cleveland Browns,7.0,6.0,San Diego Chargers
10649,2012,Dallas Cowboys,24.0,29.0,New York Giants
10650,2012,Denver Broncos,34.0,14.0,New Orleans Saints
10651,2012,Detroit Lions,28.0,24.0,Seattle Seahawks
10652,2012,Green Bay Packers,24.0,15.0,Jacksonville Jaguars
10653,2012,Kansas City Chiefs,16.0,26.0,Oakland Raiders
10654,2012,New York Jets,9.0,30.0,Miami Dolphins
10655,2012,Philadelphia Eagles,17.0,30.0,Atlanta Falcons
10656,2012,Pittsburgh Steelers,27.0,12.0,Washington Redskins
10657,2012,St. Louis Rams,7.0,45.0,New England Patriots
10658,2012,Tennessee Titans,13.0,19.0,Indianapolis Colts
10659,2012,Arizona Cardinals,3.0,24.0,San Francisco 49ers
10660,2012,San Diego Chargers,31.0,13.0,Kansas City Chiefs
10661,2012,Atlanta Falcons,19.0,13.0,Dallas Cowboys
10662,2012,Cincinnati Bengals,23.0,31.0,Denver Broncos
10663,2012,Cleveland Browns,15.0,25.0,Baltimore Ravens
10664,2012,Green Bay Packers,31.0,17.0,Arizona Cardinals
10665,2012,Houston Texans,21.0,9.0,Buffalo Bills
10666,2012,Indianapolis Colts,23.0,20.0,Miami Dolphins
10667,2012,Jacksonville Jaguars,14.0,31.0,Detroit Lions
10668,2012,New York Giants,20.0,24.0,Pittsburgh Steelers
10669,2012,Oakland Raiders,32.0,42.0,Tampa Bay Buccaneers
10670,2012,Seattle Seahawks,30.0,20.0,Minnesota Vikings
10671,2012,Tennessee Titans,20.0,51.0,Chicago Bears
10672,2012,Washington Redskins,13.0,21.0,Carolina Panthers
10673,2012,New Orleans Saints,28.0,13.0,Philadelphia Eagles
10674,2012,Jacksonville Jaguars,10.0,27.0,Indianapolis Colts
10675,2012,Baltimore Ravens,55.0,20.0,Oakland Raiders
10676,2012,Carolina Panthers,14.0,36.0,Denver Broncos
10677,2012,Chicago Bears,6.0,13.0,Houston Texans
10678,2012,Cincinnati Bengals,31.0,13.0,New York Giants
10679,2012,Miami Dolphins,3.0,37.0,Tennessee Titans
10680,2012,Minnesota Vikings,34.0,24.0,Detroit Lions
10681,2012,New England Patriots,37.0,31.0,Buffalo Bills
10682,2012,New Orleans Saints,31.0,27.0,Atlanta Falcons
10683,2012,Philadelphia Eagles,23.0,38.0,Dallas Cowboys
10684,2012,San Francisco 49ers,24.0,24.0,St. Louis Rams
10685,2012,Seattle Seahawks,28.0,7.0,New York Jets
10686,2012,Tampa Bay Buccaneers,34.0,24.0,San Diego Chargers
10687,2012,Pittsburgh Steelers,16.0,13.0,Kansas City Chiefs
10688,2012,Buffalo Bills,19.0,14.0,Miami Dolphins
10689,2012,Atlanta Falcons,23.0,19.0,Arizona Cardinals
10690,2012,Carolina Panthers,21.0,27.0,Tampa Bay Buccaneers
10691,2012,Dallas Cowboys,23.0,20.0,Cleveland Browns
10692,2012,Denver Broncos,30.0,23.0,San Diego Chargers
10693,2012,Detroit Lions,20.0,24.0,Green Bay Packers
10694,2012,Houston Texans,43.0,37.0,Jacksonville Jaguars
10695,2012,Kansas City Chiefs,6.0,28.0,Cincinnati Bengals
10696,2012,New England Patriots,59.0,24.0,Indianapolis Colts
10697,2012,Oakland Raiders,17.0,38.0,New Orleans Saints
10698,2012,Pittsburgh Steelers,10.0,13.0,Baltimore Ravens
10699,2012,St. Louis Rams,13.0,27.0,New York Jets
10700,2012,Washington Redskins,31.0,6.0,Philadelphia Eagles
10701,2012,San Francisco 49ers,32.0,7.0,Chicago Bears
10702,2012,Dallas Cowboys,31.0,38.0,Washington Redskins
10703,2012,Detroit Lions,31.0,34.0,Houston Texans
10704,2012,New York Jets,19.0,49.0,New England Patriots
10705,2012,Arizona Cardinals,17.0,31.0,St. Louis Rams
10706,2012,Chicago Bears,28.0,10.0,Minnesota Vikings
10707,2012,Cincinnati Bengals,34.0,10.0,Oakland Raiders
10708,2012,Cleveland Browns,20.0,14.0,Pittsburgh Steelers
10709,2012,Indianapolis Colts,20.0,13.0,Buffalo Bills
10710,2012,Jacksonville Jaguars,24.0,19.0,Tennessee Titans
10711,2012,Kansas City Chiefs,9.0,17.0,Denver Broncos
10712,2012,Miami Dolphins,24.0,21.0,Seattle Seahawks
10713,2012,New Orleans Saints,21.0,31.0,San Francisco 49ers
10714,2012,New York Giants,38.0,10.0,Green Bay Packers
10715,2012,San Diego Chargers,13.0,16.0,Baltimore Ravens
10716,2012,Tampa Bay Buccaneers,23.0,24.0,Atlanta Falcons
10717,2012,Philadelphia Eagles,22.0,30.0,Carolina Panthers
10718,2012,Atlanta Falcons,23.0,13.0,New Orleans Saints
10719,2012,Baltimore Ravens,20.0,23.0,Pittsburgh Steelers
10720,2012,Buffalo Bills,34.0,18.0,Jacksonville Jaguars
10721,2012,Chicago Bears,17.0,23.0,Seattle Seahawks
10722,2012,Dallas Cowboys,38.0,33.0,Philadelphia Eagles
10723,2012,Denver Broncos,31.0,23.0,Tampa Bay Buccaneers
10724,2012,Detroit Lions,33.0,35.0,Indianapolis Colts
10725,2012,Green Bay Packers,23.0,14.0,Minnesota Vikings
10726,2012,Kansas City Chiefs,27.0,21.0,Carolina Panthers
10727,2012,Miami Dolphins,16.0,23.0,New England Patriots
10728,2012,New York Jets,7.0,6.0,Arizona Cardinals
10729,2012,Oakland Raiders,17.0,20.0,Cleveland Browns
10730,2012,San Diego Chargers,13.0,20.0,Cincinnati Bengals
10731,2012,St. Louis Rams,16.0,13.0,San Francisco 49ers
10732,2012,Tennessee Titans,10.0,24.0,Houston Texans
10733,2012,Washington Redskins,17.0,16.0,New York Giants
10734,2012,Oakland Raiders,13.0,26.0,Denver Broncos
10735,2012,Buffalo Bills,12.0,15.0,St. Louis Rams
10736,2012,Carolina Panthers,30.0,20.0,Atlanta Falcons
10737,2012,Cincinnati Bengals,19.0,20.0,Dallas Cowboys
10738,2012,Cleveland Browns,30.0,7.0,Kansas City Chiefs
10739,2012,Green Bay Packers,27.0,20.0,Detroit Lions
10740,2012,Indianapolis Colts,27.0,23.0,Tennessee Titans
10741,2012,Jacksonville Jaguars,10.0,17.0,New York Jets
10742,2012,Minnesota Vikings,21.0,14.0,Chicago Bears
10743,2012,New York Giants,52.0,27.0,New Orleans Saints
10744,2012,Pittsburgh Steelers,24.0,34.0,San Diego Chargers
10745,2012,San Francisco 49ers,27.0,13.0,Miami Dolphins
10746,2012,Seattle Seahawks,58.0,0.0,Arizona Cardinals
10747,2012,Tampa Bay Buccaneers,21.0,23.0,Philadelphia Eagles
10748,2012,Washington Redskins,31.0,28.0,Baltimore Ravens
10749,2012,New England Patriots,42.0,14.0,Houston Texans
10750,2012,Philadelphia Eagles,13.0,34.0,Cincinnati Bengals
10751,2012,Arizona Cardinals,38.0,10.0,Detroit Lions
10752,2012,Atlanta Falcons,34.0,0.0,New York Giants
10753,2012,Baltimore Ravens,17.0,34.0,Denver Broncos
10754,2012,Buffalo Bills,17.0,50.0,Seattle Seahawks
10755,2012,Chicago Bears,13.0,21.0,Green Bay Packers
10756,2012,Cleveland Browns,21.0,38.0,Washington Redskins
10757,2012,Dallas Cowboys,27.0,24.0,Pittsburgh Steelers
10758,2012,Houston Texans,29.0,17.0,Indianapolis Colts
10759,2012,Miami Dolphins,24.0,3.0,Jacksonville Jaguars
10760,2012,New England Patriots,34.0,41.0,San Francisco 49ers
10761,2012,New Orleans Saints,41.0,0.0,Tampa Bay Buccaneers
10762,2012,Oakland Raiders,15.0,0.0,Kansas City Chiefs
10763,2012,San Diego Chargers,7.0,31.0,Carolina Panthers
10764,2012,St. Louis Rams,22.0,36.0,Minnesota Vikings
10765,2012,Tennessee Titans,14.0,10.0,New York Jets
10766,2012,Detroit Lions,18.0,31.0,Atlanta Falcons
10767,2012,Arizona Cardinals,13.0,28.0,Chicago Bears
10768,2012,Baltimore Ravens,33.0,14.0,New York Giants
10769,2012,Carolina Panthers,17.0,6.0,Oakland Raiders
10770,2012,Dallas Cowboys,31.0,34.0,New Orleans Saints
10771,2012,Denver Broncos,34.0,12.0,Cleveland Browns
10772,2012,Green Bay Packers,55.0,7.0,Tennessee Titans
10773,2012,Houston Texans,6.0,23.0,Minnesota Vikings
10774,2012,Jacksonville Jaguars,16.0,23.0,New England Patriots
10775,2012,Kansas City Chiefs,13.0,20.0,Indianapolis Colts
10776,2012,Miami Dolphins,24.0,10.0,Buffalo Bills
10777,2012,New York Jets,17.0,27.0,San Diego Chargers
10778,2012,Philadelphia Eagles,20.0,27.0,Washington Redskins
10779,2012,Pittsburgh Steelers,10.0,13.0,Cincinnati Bengals
10780,2012,Seattle Seahawks,42.0,13.0,San Francisco 49ers
10781,2012,Tampa Bay Buccaneers,13.0,28.0,St. Louis Rams
10782,2012,Atlanta Falcons,17.0,22.0,Tampa Bay Buccaneers
10783,2012,Buffalo Bills,28.0,9.0,New York Jets
10784,2012,Cincinnati Bengals,23.0,17.0,Baltimore Ravens
10785,2012,Denver Broncos,38.0,3.0,Kansas City Chiefs
10786,2012,Detroit Lions,24.0,26.0,Chicago Bears
10787,2012,Indianapolis Colts,28.0,16.0,Houston Texans
10788,2012,Minnesota Vikings,37.0,34.0,Green Bay Packers
10789,2012,New England Patriots,28.0,0.0,Miami Dolphins
10790,2012,New Orleans Saints,38.0,44.0,Carolina Panthers
10791,2012,New York Giants,42.0,7.0,Philadelphia Eagles
10792,2012,Pittsburgh Steelers,24.0,10.0,Cleveland Browns
10793,2012,San Diego Chargers,24.0,21.0,Oakland Raiders
10794,2012,San Francisco 49ers,27.0,13.0,Arizona Cardinals
10795,2012,Seattle Seahawks,20.0,13.0,St. Louis Rams
10796,2012,Tennessee Titans,38.0,20.0,Jacksonville Jaguars
10797,2012,Washington Redskins,28.0,18.0,Dallas Cowboys
10798,2012,Green Bay Packers,24.0,10.0,Minnesota Vikings
10799,2012,Houston Texans,19.0,13.0,Cincinnati Bengals
10800,2012,Baltimore Ravens,24.0,9.0,Indianapolis Colts
10801,2012,Washington Redskins,14.0,24.0,Seattle Seahawks
10802,2012,Denver Broncos,35.0,38.0,Baltimore Ravens
10803,2012,San Francisco 49ers,45.0,31.0,Green Bay Packers
10804,2012,Atlanta Falcons,30.0,28.0,Seattle Seahawks
10805,2012,New England Patriots,41.0,28.0,Houston Texans
10806,2012,Atlanta Falcons,24.0,28.0,San Francisco 49ers
10807,2012,New England Patriots,13.0,28.0,Baltimore Ravens
10808,2012,San Francisco 49ers,31.0,34.0,Baltimore Ravens
