,schedule_season,team_home,score_home,score_away,team_away
7913,2002,New York Giants,9.0,6.0,Seattle Seahawks
7914,2002,Philadelphia Eagles,44.0,13.0,Dallas Cowboys
7915,2002,San Francisco 49ers,20.0,10.0,Washington Redskins
7916,2002,Tennessee Titans,28.0,31.0,Cleveland Browns
7917,2002,Tampa Bay Buccaneers,26.0,14.0,St. Louis Rams
7918,2002,Arizona Cardinals,21.0,7.0,New York Giants
7919,2002,Buffalo Bills,33.0,27.0,Chicago Bears
7920,2002,Cincinnati Bengals,7.0,35.0,Tampa Bay Buccaneers
7921,2002,Detroit Lions,26.0,21.0,New Orleans Saints
7922,2002,Green Bay Packers,17.0,14.0,Carolina Panthers
7923,2002,Jacksonville Jaguars,28.0,3.0,New York Jets
7924,2002,Kansas City Chiefs,48.0,30.0,Miami Dolphins
7925,2002,Oakland Raiders,52.0,25.0,Tennessee Titans
7926,2002,Philadelphia Eagles,35.0,17.0,Houston Texans
7927,2002,Pittsburgh Steelers,16.0,13.0,Cleveland Browns
7928,2002,San Diego Chargers,21.0,14.0,New England Patriots
7929,2002,Seattle Seahawks,48.0,23.0,Minnesota Vikings
7930,2002,St. Louis Rams,10.0,13.0,Dallas Cowboys
7931,2002,Baltimore Ravens,34.0,23.0,Denver Broncos
7932,2002,Atlanta Falcons,6.0,20.0,Tampa Bay Buccaneers
7933,2002,Buffalo Bills,31.0,49.0,Oakland Raiders
7934,2002,Carolina Panthers,13.0,16.0,Arizona Cardinals
7935,2002,Cleveland Browns,21.0,26.0,Baltimore Ravens
7936,2002,Dallas Cowboys,17.0,21.0,New York Giants
7937,2002,Denver Broncos,26.0,9.0,San Diego Chargers
7938,2002,Indianapolis Colts,28.0,21.0,Cincinnati Bengals
7939,2002,Jacksonville Jaguars,28.0,25.0,Philadelphia Eagles
7940,2002,Miami Dolphins,26.0,13.0,New England Patriots
7941,2002,New Orleans Saints,32.0,29.0,Pittsburgh Steelers
7942,2002,New York Jets,25.0,29.0,Kansas City Chiefs
7943,2002,San Francisco 49ers,37.0,13.0,St. Louis Rams
7944,2002,Tennessee Titans,14.0,31.0,Washington Redskins
7945,2002,Chicago Bears,21.0,34.0,Green Bay Packers
7946,2002,Cincinnati Bengals,7.0,34.0,Pittsburgh Steelers
7947,2002,Dallas Cowboys,14.0,13.0,Carolina Panthers
7948,2002,Denver Broncos,22.0,24.0,Miami Dolphins
7949,2002,Houston Texans,24.0,31.0,Buffalo Bills
7950,2002,Indianapolis Colts,22.0,20.0,Baltimore Ravens
7951,2002,Minnesota Vikings,31.0,24.0,Detroit Lions
7952,2002,New England Patriots,10.0,28.0,Green Bay Packers
7953,2002,New York Giants,10.0,17.0,Atlanta Falcons
7954,2002,San Diego Chargers,35.0,34.0,Kansas City Chiefs
7955,2002,St. Louis Rams,28.0,13.0,Oakland Raiders
7956,2002,Tampa Bay Buccaneers,17.0,3.0,Cleveland Browns
7957,2002,Tennessee Titans,23.0,14.0,Jacksonville Jaguars
7958,2002,Washington Redskins,27.0,43.0,New Orleans Saints
7959,2002,Seattle Seahawks,21.0,28.0,San Francisco 49ers
7960,2002,Arizona Cardinals,9.0,6.0,Dallas Cowboys
7961,2002,Atlanta Falcons,30.0,0.0,Carolina Panthers
7962,2002,Baltimore Ravens,17.0,10.0,Jacksonville Jaguars
7963,2002,Cleveland Browns,34.0,17.0,Houston Texans
7964,2002,Detroit Lions,23.0,20.0,Chicago Bears
7965,2002,Green Bay Packers,30.0,9.0,Washington Redskins
7966,2002,Kansas City Chiefs,34.0,37.0,Denver Broncos
7967,2002,Miami Dolphins,10.0,23.0,Buffalo Bills
7968,2002,New Orleans Saints,35.0,27.0,San Francisco 49ers
7969,2002,New York Jets,20.0,7.0,Minnesota Vikings
7970,2002,Oakland Raiders,21.0,27.0,San Diego Chargers
7971,2002,Philadelphia Eagles,20.0,10.0,Tampa Bay Buccaneers
7972,2002,St. Louis Rams,37.0,20.0,Seattle Seahawks
7973,2002,Pittsburgh Steelers,28.0,10.0,Indianapolis Colts
7974,2002,Baltimore Ravens,18.0,31.0,Pittsburgh Steelers
7975,2002,Buffalo Bills,24.0,17.0,Detroit Lions
7976,2002,Carolina Panthers,9.0,12.0,Tampa Bay Buccaneers
7977,2002,Cincinnati Bengals,24.0,30.0,Tennessee Titans
7978,2002,Dallas Cowboys,14.0,17.0,Seattle Seahawks
7979,2002,Jacksonville Jaguars,19.0,21.0,Houston Texans
7980,2002,Kansas City Chiefs,20.0,10.0,Oakland Raiders
7981,2002,Minnesota Vikings,25.0,7.0,Chicago Bears
7982,2002,New England Patriots,16.0,24.0,Denver Broncos
7983,2002,New Orleans Saints,35.0,37.0,Atlanta Falcons
7984,2002,New York Jets,21.0,24.0,Cleveland Browns
7985,2002,San Francisco 49ers,38.0,28.0,Arizona Cardinals
7986,2002,Washington Redskins,26.0,21.0,Indianapolis Colts
7987,2002,Philadelphia Eagles,17.0,3.0,New York Giants
7988,2002,Arizona Cardinals,14.0,27.0,St. Louis Rams
7989,2002,Atlanta Falcons,20.0,17.0,Baltimore Ravens
7990,2002,Buffalo Bills,7.0,38.0,New England Patriots
7991,2002,Chicago Bears,13.0,19.0,Philadelphia Eagles
7992,2002,Cleveland Browns,20.0,23.0,Pittsburgh Steelers
7993,2002,Detroit Lions,9.0,7.0,Dallas Cowboys
7994,2002,Houston Texans,3.0,38.0,Cincinnati Bengals
7995,2002,Indianapolis Colts,15.0,23.0,Tennessee Titans
7996,2002,New York Giants,24.0,17.0,Jacksonville Jaguars
7997,2002,Oakland Raiders,20.0,23.0,San Francisco 49ers
7998,2002,San Diego Chargers,13.0,44.0,New York Jets
7999,2002,Seattle Seahawks,3.0,14.0,Washington Redskins
8000,2002,Tampa Bay Buccaneers,38.0,24.0,Minnesota Vikings
8001,2002,Green Bay Packers,24.0,10.0,Miami Dolphins
8002,2002,Arizona Cardinals,6.0,27.0,Seattle Seahawks
8003,2002,Baltimore Ravens,38.0,27.0,Cincinnati Bengals
8004,2002,Carolina Panthers,24.0,34.0,New Orleans Saints
8005,2002,Chicago Bears,30.0,33.0,New England Patriots
8006,2002,Green Bay Packers,40.0,14.0,Detroit Lions
8007,2002,Jacksonville Jaguars,26.0,7.0,Washington Redskins
8008,2002,Minnesota Vikings,20.0,27.0,New York Giants
8009,2002,New York Jets,13.0,10.0,Miami Dolphins
8010,2002,Philadelphia Eagles,13.0,35.0,Indianapolis Colts
8011,2002,Pittsburgh Steelers,34.0,34.0,Atlanta Falcons
8012,2002,San Francisco 49ers,17.0,13.0,Kansas City Chiefs
8013,2002,St. Louis Rams,28.0,24.0,San Diego Chargers
8014,2002,Tennessee Titans,17.0,10.0,Houston Texans
8015,2002,Denver Broncos,10.0,34.0,Oakland Raiders
8016,2002,Atlanta Falcons,24.0,17.0,New Orleans Saints
8017,2002,Cincinnati Bengals,20.0,27.0,Cleveland Browns
8018,2002,Detroit Lions,14.0,31.0,New York Jets
8019,2002,Houston Texans,21.0,24.0,Jacksonville Jaguars
8020,2002,Indianapolis Colts,20.0,3.0,Dallas Cowboys
8021,2002,Kansas City Chiefs,17.0,16.0,Buffalo Bills
8022,2002,Miami Dolphins,26.0,7.0,Baltimore Ravens
8023,2002,Minnesota Vikings,31.0,21.0,Green Bay Packers
8024,2002,New York Giants,19.0,17.0,Washington Redskins
8025,2002,Oakland Raiders,27.0,20.0,New England Patriots
8026,2002,Philadelphia Eagles,38.0,14.0,Arizona Cardinals
8027,2002,San Diego Chargers,20.0,17.0,San Francisco 49ers
8028,2002,Seattle Seahawks,9.0,31.0,Denver Broncos
8029,2002,Tampa Bay Buccaneers,23.0,10.0,Carolina Panthers
8030,2002,Tennessee Titans,31.0,23.0,Pittsburgh Steelers
8031,2002,St. Louis Rams,21.0,16.0,Chicago Bears
8032,2002,Arizona Cardinals,20.0,41.0,Oakland Raiders
8033,2002,Baltimore Ravens,13.0,12.0,Tennessee Titans
8034,2002,Carolina Panthers,0.0,41.0,Atlanta Falcons
8035,2002,Chicago Bears,20.0,17.0,Detroit Lions
8036,2002,Dallas Cowboys,21.0,19.0,Jacksonville Jaguars
8037,2002,Denver Broncos,20.0,23.0,Indianapolis Colts
8038,2002,Houston Texans,16.0,14.0,New York Giants
8039,2002,Miami Dolphins,30.0,3.0,San Diego Chargers
8040,2002,New England Patriots,24.0,17.0,Minnesota Vikings
8041,2002,New Orleans Saints,15.0,24.0,Cleveland Browns
8042,2002,New York Jets,31.0,13.0,Buffalo Bills
8043,2002,Pittsburgh Steelers,29.0,21.0,Cincinnati Bengals
8044,2002,Seattle Seahawks,39.0,32.0,Kansas City Chiefs
8045,2002,Tampa Bay Buccaneers,21.0,7.0,Green Bay Packers
8046,2002,Washington Redskins,20.0,17.0,St. Louis Rams
8047,2002,San Francisco 49ers,17.0,38.0,Philadelphia Eagles
8048,2002,Dallas Cowboys,27.0,20.0,Washington Redskins
8049,2002,Detroit Lions,12.0,20.0,New England Patriots
8050,2002,Buffalo Bills,38.0,21.0,Miami Dolphins
8051,2002,Cincinnati Bengals,23.0,27.0,Baltimore Ravens
8052,2002,Cleveland Browns,6.0,13.0,Carolina Panthers
8053,2002,Green Bay Packers,30.0,20.0,Chicago Bears
8054,2002,Indianapolis Colts,19.0,3.0,Houston Texans
8055,2002,Jacksonville Jaguars,23.0,25.0,Pittsburgh Steelers
8056,2002,Kansas City Chiefs,49.0,0.0,Arizona Cardinals
8057,2002,Minnesota Vikings,24.0,30.0,Atlanta Falcons
8058,2002,New Orleans Saints,23.0,20.0,Tampa Bay Buccaneers
8059,2002,New York Giants,29.0,32.0,Tennessee Titans
8060,2002,Philadelphia Eagles,10.0,3.0,St. Louis Rams
8061,2002,San Diego Chargers,30.0,27.0,Denver Broncos
8062,2002,San Francisco 49ers,31.0,24.0,Seattle Seahawks
8063,2002,Oakland Raiders,26.0,20.0,New York Jets
8064,2002,Arizona Cardinals,23.0,20.0,Detroit Lions
8065,2002,Baltimore Ravens,25.0,37.0,New Orleans Saints
8066,2002,Carolina Panthers,52.0,31.0,Cincinnati Bengals
8067,2002,Dallas Cowboys,27.0,31.0,San Francisco 49ers
8068,2002,Green Bay Packers,26.0,22.0,Minnesota Vikings
8069,2002,Jacksonville Jaguars,20.0,21.0,Cleveland Browns
8070,2002,Kansas City Chiefs,49.0,10.0,St. Louis Rams
8071,2002,New England Patriots,27.0,17.0,Buffalo Bills
8072,2002,New York Jets,19.0,13.0,Denver Broncos
8073,2002,Pittsburgh Steelers,6.0,24.0,Houston Texans
8074,2002,San Diego Chargers,7.0,27.0,Oakland Raiders
8075,2002,Seattle Seahawks,20.0,27.0,Philadelphia Eagles
8076,2002,Tampa Bay Buccaneers,34.0,10.0,Atlanta Falcons
8077,2002,Tennessee Titans,27.0,17.0,Indianapolis Colts
8078,2002,Washington Redskins,21.0,27.0,New York Giants
8079,2002,Miami Dolphins,27.0,9.0,Chicago Bears
8080,2002,Atlanta Falcons,24.0,30.0,Seattle Seahawks
8081,2002,Buffalo Bills,20.0,13.0,San Diego Chargers
8082,2002,Chicago Bears,20.0,13.0,New York Jets
8083,2002,Cincinnati Bengals,15.0,29.0,Jacksonville Jaguars
8084,2002,Cleveland Browns,23.0,28.0,Indianapolis Colts
8085,2002,Denver Broncos,31.0,24.0,Kansas City Chiefs
8086,2002,Detroit Lions,20.0,23.0,Tampa Bay Buccaneers
8087,2002,Houston Texans,19.0,23.0,Baltimore Ravens
8088,2002,Miami Dolphins,23.0,17.0,Oakland Raiders
8089,2002,New Orleans Saints,31.0,32.0,Minnesota Vikings
8090,2002,New York Giants,37.0,7.0,Dallas Cowboys
8091,2002,Philadelphia Eagles,34.0,21.0,Washington Redskins
8092,2002,Pittsburgh Steelers,30.0,14.0,Carolina Panthers
8093,2002,San Francisco 49ers,14.0,20.0,Green Bay Packers
8094,2002,St. Louis Rams,30.0,28.0,Arizona Cardinals
8095,2002,Tennessee Titans,24.0,7.0,New England Patriots
8096,2002,Arizona Cardinals,14.0,17.0,San Francisco 49ers
8097,2002,Dallas Cowboys,3.0,27.0,Philadelphia Eagles
8098,2002,Minnesota Vikings,20.0,17.0,Miami Dolphins
8099,2002,Atlanta Falcons,36.0,15.0,Detroit Lions
8100,2002,Baltimore Ravens,13.0,14.0,Cleveland Browns
8101,2002,Carolina Panthers,24.0,14.0,Chicago Bears
8102,2002,Cincinnati Bengals,20.0,13.0,New Orleans Saints
8103,2002,Green Bay Packers,10.0,0.0,Buffalo Bills
8104,2002,Indianapolis Colts,27.0,44.0,New York Giants
8105,2002,Jacksonville Jaguars,10.0,28.0,Tennessee Titans
8106,2002,Kansas City Chiefs,24.0,22.0,San Diego Chargers
8107,2002,New England Patriots,17.0,30.0,New York Jets
8108,2002,Oakland Raiders,28.0,16.0,Denver Broncos
8109,2002,Seattle Seahawks,30.0,10.0,St. Louis Rams
8110,2002,Washington Redskins,26.0,10.0,Houston Texans
8111,2002,Tampa Bay Buccaneers,7.0,17.0,Pittsburgh Steelers
8112,2002,New York Giants,10.0,7.0,Philadelphia Eagles
8113,2002,Oakland Raiders,24.0,0.0,Kansas City Chiefs
8114,2002,Buffalo Bills,27.0,9.0,Cincinnati Bengals
8115,2002,Chicago Bears,0.0,15.0,Tampa Bay Buccaneers
8116,2002,Cleveland Browns,24.0,16.0,Atlanta Falcons
8117,2002,Denver Broncos,37.0,7.0,Arizona Cardinals
8118,2002,Detroit Lions,36.0,38.0,Minnesota Vikings
8119,2002,Houston Texans,3.0,13.0,Tennessee Titans
8120,2002,Indianapolis Colts,20.0,13.0,Jacksonville Jaguars
8121,2002,New England Patriots,27.0,24.0,Miami Dolphins
8122,2002,New Orleans Saints,6.0,10.0,Carolina Panthers
8123,2002,New York Jets,42.0,17.0,Green Bay Packers
8124,2002,Pittsburgh Steelers,34.0,31.0,Baltimore Ravens
8125,2002,San Diego Chargers,28.0,31.0,Seattle Seahawks
8126,2002,Washington Redskins,20.0,14.0,Dallas Cowboys
8127,2002,St. Louis Rams,31.0,20.0,San Francisco 49ers
8128,2002,Green Bay Packers,7.0,27.0,Atlanta Falcons
8129,2002,New York Jets,41.0,0.0,Indianapolis Colts
8130,2002,Pittsburgh Steelers,36.0,33.0,Cleveland Browns
8131,2002,San Francisco 49ers,39.0,38.0,New York Giants
8132,2002,Philadelphia Eagles,20.0,6.0,Atlanta Falcons
8133,2002,Tennessee Titans,34.0,31.0,Pittsburgh Steelers
8134,2002,Oakland Raiders,30.0,10.0,New York Jets
8135,2002,Tampa Bay Buccaneers,31.0,6.0,San Francisco 49ers
8136,2002,Oakland Raiders,41.0,24.0,Tennessee Titans
8137,2002,Philadelphia Eagles,10.0,27.0,Tampa Bay Buccaneers
8138,2002,Oakland Raiders,21.0,48.0,Tampa Bay Buccaneers
